country,location_name,latitude,longitude,temperature_celsius,humidity,air_quality_Ozone,date,day,month,year,week,time,season,condition
Slovenia,Ljubljana,46.06,14.51,31.1,49,94.4,2024-07-08,8,7,2024,9,15:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.2,49,95.8,2024-07-09,9,7,2024,9,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.3,49,91.6,2024-07-10,10,7,2024,9,15:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,33.1,36,117.3,2024-07-11,11,7,2024,9,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.2,55,111.6,2024-07-12,12,7,2024,9,15:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.3,45,90.1,2024-07-13,13,7,2024,9,15:00:00,Summer,Thunderstorms
Slovenia,Ljubljana,46.06,14.51,31.0,41,114.4,2024-07-14,14,7,2024,9,15:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.9,33,118.7,2024-07-15,15,7,2024,10,15:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,32.3,41,105.9,2024-07-16,16,7,2024,10,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.1,43,101.6,2024-07-17,17,7,2024,10,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.3,43,108.7,2024-07-18,18,7,2024,10,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.1,46,110.2,2024-07-19,19,7,2024,10,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,20.2,94,111.6,2024-07-20,20,7,2024,10,14:45:00,Summer,Cloudy/Overcast
Slovenia,Ljubljana,46.06,14.51,28.5,50,95.8,2024-07-23,23,7,2024,11,14:30:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,27.7,48,79.4,2024-07-24,24,7,2024,11,14:45:00,Summer,Thunderstorms
Slovenia,Ljubljana,46.06,14.51,25.9,46,105.9,2024-07-25,25,7,2024,11,14:30:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,30.0,42,124.5,2024-07-26,26,7,2024,11,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.0,52,128.8,2024-07-27,27,7,2024,11,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,33.2,39,118.7,2024-07-28,28,7,2024,11,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,27.4,44,108.7,2024-07-29,29,7,2024,12,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,28.5,36,127.3,2024-07-30,30,7,2024,12,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.6,38,147.3,2024-07-31,31,7,2024,12,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,32.5,43,118.7,2024-08-01,1,8,2024,12,14:15:00,Summer,Thunderstorms
Slovenia,Ljubljana,46.06,14.51,30.8,44,97.3,2024-08-02,2,8,2024,12,14:30:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,28.4,43,86.6,2024-08-03,3,8,2024,12,14:30:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,28.0,42,105.9,2024-08-04,4,8,2024,12,14:30:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,28.9,41,97.3,2024-08-05,5,8,2024,13,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,27.7,46,97.3,2024-08-06,6,8,2024,13,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.2,45,98.7,2024-08-07,7,8,2024,13,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,29.3,43,95.8,2024-08-08,8,8,2024,13,14:15:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,29.4,47,95.8,2024-08-09,9,8,2024,13,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.5,42,105.9,2024-08-10,10,8,2024,13,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,32.8,40,113.0,2024-08-11,11,8,2024,13,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,33.3,38,98.7,2024-08-12,12,8,2024,14,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,33.9,37,121.6,2024-08-13,13,8,2024,14,14:45:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.2,43,115.9,2024-08-14,14,8,2024,14,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,32.1,41,114.4,2024-08-15,15,8,2024,14,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,32.1,38,100.1,2024-08-16,16,8,2024,14,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,33.2,41,98.7,2024-08-17,17,8,2024,14,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,29.2,52,85.1,2024-08-18,18,8,2024,14,14:00:00,Summer,Rainy
Slovenia,Ljubljana,46.06,14.51,23.3,73,55.8,2024-08-19,19,8,2024,15,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,27.4,62,85.1,2024-08-20,20,8,2024,15,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.3,38,93.0,2024-08-21,21,8,2024,15,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,24.4,50,117.3,2024-08-22,22,8,2024,15,14:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.1,46,130.2,2024-08-23,23,8,2024,15,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,29.0,58,117.3,2024-08-24,24,8,2024,15,14:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,34.1,41,124.5,2024-08-25,25,8,2024,15,14:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,28.3,55,98.7,2024-08-26,26,8,2024,16,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,24.1,69,97.3,2024-08-27,27,8,2024,16,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.1,52,101.6,2024-08-28,28,8,2024,16,14:30:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.2,49,101.6,2024-08-29,29,8,2024,16,14:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,31.1,41,117.3,2024-08-30,30,8,2024,16,14:15:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.4,43,114.4,2024-08-31,31,8,2024,16,14:00:00,Summer,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.1,43,105.9,2024-09-01,1,9,2024,16,14:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.1,40,111.6,2024-09-02,2,9,2024,17,14:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,30.2,33,117.3,2024-09-03,3,9,2024,17,14:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,29.1,43,108.7,2024-09-04,4,9,2024,17,14:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,27.9,44,98.0,2024-09-05,5,9,2024,17,14:00:00,Autumn,Rainy
Slovenia,Ljubljana,46.06,14.51,23.0,65,88.0,2024-09-06,6,9,2024,17,14:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,25.3,57,90.0,2024-09-07,7,9,2024,17,14:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,27.0,51,86.0,2024-09-08,8,9,2024,17,14:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,18.2,83,73.0,2024-09-09,9,9,2024,18,14:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,22.2,61,93.0,2024-09-10,10,9,2024,18,14:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,22.3,53,96.0,2024-09-11,11,9,2024,18,14:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,13.0,94,71.0,2024-09-12,12,9,2024,18,14:15:00,Autumn,Rainy
Slovenia,Ljubljana,46.06,14.51,14.1,47,58.0,2024-09-13,13,9,2024,18,14:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,14.2,51,59.0,2024-09-14,14,9,2024,18,14:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,17.4,36,74.0,2024-09-15,15,9,2024,18,14:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,18.3,39,74.0,2024-09-16,16,9,2024,19,13:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,15.1,63,50.0,2024-09-17,17,9,2024,19,13:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,19.1,64,68.0,2024-09-18,18,9,2024,19,12:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,18.3,73,61.0,2024-09-19,19,9,2024,19,12:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,21.2,49,66.0,2024-09-20,20,9,2024,19,12:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,20.0,53,71.0,2024-09-21,21,9,2024,19,13:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,19.3,60,61.0,2024-09-22,22,9,2024,19,12:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,19.1,64,49.0,2024-09-23,23,9,2024,20,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,16.3,94,45.0,2024-09-24,24,9,2024,20,11:45:00,Autumn,Rainy
Slovenia,Ljubljana,46.06,14.51,16.4,82,58.0,2024-09-25,25,9,2024,20,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,18.3,77,70.0,2024-09-26,26,9,2024,20,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,19.3,88,75.0,2024-09-27,27,9,2024,20,12:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,16.0,77,60.0,2024-09-28,28,9,2024,20,12:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,12.1,82,44.0,2024-09-29,29,9,2024,20,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,12.3,50,48.0,2024-09-30,30,9,2024,21,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,13.0,77,42.0,2024-10-01,1,10,2024,21,12:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.06,14.51,14.1,100,45.0,2024-10-02,2,10,2024,21,11:30:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,12.3,88,46.0,2024-10-03,3,10,2024,21,11:30:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,9.1,93,51.0,2024-10-04,4,10,2024,21,11:45:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,11.2,87,36.0,2024-10-05,5,10,2024,21,11:45:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,11.1,87,36.0,2024-10-06,6,10,2024,21,11:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,14.3,77,57.0,2024-10-07,7,10,2024,22,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,17.1,72,65.0,2024-10-08,8,10,2024,22,11:45:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,18.2,88,56.0,2024-10-09,9,10,2024,22,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,18.4,77,65.0,2024-10-10,10,10,2024,22,11:45:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,15.4,72,45.0,2024-10-11,11,10,2024,22,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,12.2,82,44.0,2024-10-12,12,10,2024,22,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,13.4,82,58.0,2024-10-13,13,10,2024,22,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,11.1,94,40.0,2024-10-14,14,10,2024,23,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,18.1,70,41.0,2024-10-15,15,10,2024,23,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,14.2,73,52.0,2024-10-16,16,10,2024,23,11:30:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,11.4,94,50.0,2024-10-17,17,10,2024,23,11:30:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,11.1,100,29.0,2024-10-18,18,10,2024,23,11:30:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,12.4,94,40.0,2024-10-19,19,10,2024,23,11:30:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,13.0,77,44.0,2024-10-20,20,10,2024,23,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,16.4,64,33.0,2024-10-21,21,10,2024,24,11:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,20.2,73,32.0,2024-10-22,22,10,2024,24,11:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,15.6,84,43.0,2024-10-23,23,10,2024,24,11:30:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,12.3,94,45.0,2024-10-24,24,10,2024,24,11:15:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,13.3,88,25.0,2024-10-25,25,10,2024,24,11:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,14.2,88,29.0,2024-10-26,26,10,2024,24,11:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,19.1,88,60.0,2024-10-27,27,10,2024,24,10:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,16.1,81,45.0,2024-10-28,28,10,2024,25,10:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,15.3,82,27.0,2024-10-29,29,10,2024,25,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,15.1,83,43.0,2024-10-30,30,10,2024,25,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,14.1,82,39.0,2024-10-31,31,10,2024,25,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,13.3,83,44.0,2024-11-01,1,11,2024,25,10:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,14.5,75,38.0,2024-11-02,2,11,2024,25,10:15:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,10.4,82,49.0,2024-11-03,3,11,2024,25,10:15:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,9.8,70,28.0,2024-11-04,4,11,2024,26,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,8.5,69,40.0,2024-11-05,5,11,2024,26,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,8.6,71,28.0,2024-11-06,6,11,2024,26,10:00:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,8.2,78,14.0,2024-11-07,7,11,2024,26,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.8,75,22.0,2024-11-08,8,11,2024,26,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.2,74,22.0,2024-11-09,9,11,2024,26,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.3,66,37.0,2024-11-10,10,11,2024,26,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,4.1,75,38.0,2024-11-11,11,11,2024,27,10:00:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,3.2,75,30.0,2024-11-12,12,11,2024,27,10:00:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,2.0,75,33.0,2024-11-13,13,11,2024,27,10:00:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,2.4,80,40.0,2024-11-14,14,11,2024,27,10:15:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,4.0,68,25.0,2024-11-15,15,11,2024,27,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,1.2,93,23.0,2024-11-16,16,11,2024,27,09:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,4.5,77,46.0,2024-11-17,17,11,2024,27,09:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,5.2,79,31.0,2024-11-18,18,11,2024,28,09:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.3,81,26.0,2024-11-19,19,11,2024,28,09:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,10.2,94,28.0,2024-11-20,20,11,2024,28,09:45:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,2.4,71,15.0,2024-11-21,21,11,2024,28,09:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,1.3,93,28.0,2024-11-22,22,11,2024,28,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,1.5,83,53.0,2024-11-23,23,11,2024,28,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.5,75,46.0,2024-11-24,24,11,2024,28,09:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,5.0,90,33.0,2024-11-25,25,11,2024,29,09:45:00,Autumn,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,10.1,71,41.0,2024-11-26,26,11,2024,29,10:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.3,100,38.0,2024-11-27,27,11,2024,29,09:30:00,Autumn,Rainy
Slovenia,Ljubljana,46.0553,14.5144,8.2,87,31.0,2024-11-28,28,11,2024,29,12:00:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.2,73,26.0,2024-11-29,29,11,2024,29,11:45:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.2,49,50.0,2024-11-30,30,11,2024,29,11:30:00,Autumn,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.2,74,33.0,2024-12-01,1,12,2024,29,11:45:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,7.2,70,33.0,2024-12-02,2,12,2024,30,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.0,80,39.0,2024-12-03,3,12,2024,30,12:00:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,4.2,87,40.0,2024-12-04,4,12,2024,30,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,4.4,75,45.0,2024-12-05,5,12,2024,30,11:15:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.1,75,22.0,2024-12-06,6,12,2024,30,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.0,80,44.0,2024-12-07,7,12,2024,30,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,1.4,93,46.0,2024-12-08,8,12,2024,30,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,4.1,75,51.0,2024-12-09,9,12,2024,31,12:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,4.1,87,42.0,2024-12-10,10,12,2024,31,12:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.1,87,16.0,2024-12-11,11,12,2024,31,11:15:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.2,81,43.0,2024-12-12,12,12,2024,31,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.4,80,47.0,2024-12-13,13,12,2024,31,12:00:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,1.2,86,34.0,2024-12-14,14,12,2024,31,12:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.7,88,43.0,2024-12-15,15,12,2024,31,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,10.0,82,44.0,2024-12-16,16,12,2024,32,12:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,7.1,81,30.0,2024-12-17,17,12,2024,32,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,5.0,81,17.0,2024-12-18,18,12,2024,32,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,6.7,90,18.0,2024-12-19,19,12,2024,32,11:00:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,4.4,86,48.0,2024-12-20,20,12,2024,32,11:45:00,Winter,Rainy
Slovenia,Ljubljana,46.0553,14.5144,2.6,74,34.0,2024-12-21,21,12,2024,32,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.9,74,43.0,2024-12-22,22,12,2024,32,11:15:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,1.7,89,34.0,2024-12-23,23,12,2024,33,11:45:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,4.4,67,41.0,2024-12-24,24,12,2024,33,12:15:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.2,62,32.0,2024-12-25,25,12,2024,33,10:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.0,60,35.0,2024-12-26,26,12,2024,33,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.2,69,39.0,2024-12-27,27,12,2024,33,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.3,65,50.0,2024-12-28,28,12,2024,33,11:15:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.1,75,37.0,2024-12-29,29,12,2024,33,10:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,5.3,72,38.0,2024-12-30,30,12,2024,34,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,5.7,72,40.0,2024-12-31,31,12,2024,34,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,9.2,100,36.0,2025-01-01,1,1,2025,34,11:30:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,3.1,87,35.0,2025-01-02,2,1,2025,34,11:15:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,2.1,93,50.0,2025-01-03,3,1,2025,34,11:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,-2.6,93,50.0,2025-01-04,4,1,2025,34,11:15:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,0.2,93,54.0,2025-01-05,5,1,2025,34,11:15:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,6.3,93,54.0,2025-01-06,6,1,2025,35,11:30:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,10.2,82,51.0,2025-01-07,7,1,2025,35,11:45:00,Winter,Rainy
Slovenia,Ljubljana,46.0553,14.5144,7.3,87,27.0,2025-01-08,8,1,2025,35,11:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,9.2,100,48.0,2025-01-09,9,1,2025,35,11:30:00,Winter,Rainy
Slovenia,Ljubljana,46.0553,14.5144,2.4,93,57.0,2025-01-10,10,1,2025,35,11:15:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,-1.7,93,61.0,2025-01-11,11,1,2025,35,11:30:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,-3.7,100,58.0,2025-01-12,12,1,2025,35,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,1.2,59,74.0,2025-01-13,13,1,2025,36,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.1,55,55.0,2025-01-14,14,1,2025,36,12:00:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,0.3,74,32.0,2025-01-15,15,1,2025,36,11:45:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,2.2,87,32.0,2025-01-16,16,1,2025,36,11:15:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,0.3,86,25.0,2025-01-17,17,1,2025,36,11:30:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,-0.9,80,53.0,2025-01-18,18,1,2025,36,11:30:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,-1.8,93,47.0,2025-01-19,19,1,2025,36,11:00:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,-0.9,86,35.0,2025-01-20,20,1,2025,37,11:30:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,-0.9,93,26.0,2025-01-21,21,1,2025,37,11:30:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,8.1,87,31.0,2025-01-22,22,1,2025,37,11:15:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,8.4,87,29.0,2025-01-23,23,1,2025,37,11:30:00,Winter,Rainy
Slovenia,Ljubljana,46.0553,14.5144,5.1,93,14.0,2025-01-24,24,1,2025,37,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,5.2,100,45.0,2025-01-25,25,1,2025,37,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,11.4,82,43.0,2025-01-26,26,1,2025,37,11:15:00,Winter,Rainy
Slovenia,Ljubljana,46.0553,14.5144,9.1,81,69.0,2025-01-27,27,1,2025,38,11:30:00,Winter,Cloudy/Overcast
Slovenia,Ljubljana,46.0553,14.5144,10.4,94,56.0,2025-01-28,28,1,2025,38,12:00:00,Winter,Rainy
Slovenia,Ljubljana,46.0553,14.5144,9.2,81,44.0,2025-01-29,29,1,2025,38,11:30:00,Winter,Clear/Sunny
Slovenia,Ljubljana,46.0553,14.5144,3.1,100,36.0,2025-01-30,30,1,2025,38,11:15:00,Winter,Fog/Mist
Slovenia,Ljubljana,46.0553,14.5144,9.3,100,23.0,2025-01-31,31,1,2025,38,11:30:00,Winter,Clear/Sunny
